"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2458","Leave other issues intact when one is deleted","","2026-09-21","passed","2026-09-21","","DELETE /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueDeleteTest","deletingOneIssueLeavesOthersIntact"
"","214","Return 404 for an unknown internal id","","2026-09-21","passed","2026-09-21","","DELETE /projects/:id/issues/:iid - errors","com.qa.gitlab.tests.IssueDeleteNegativeTest","returnsNotFoundForUnknownInternalId"
"","1100","Accept and silently discard an unparseable due_date (FINDING-1) Unparseable due_date is silently discarded: 2026-13-01","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","acceptsAndDiscardsUnparseableDueDate"
"","182","Reject a malformed token Malformed token is rejected: glpat-","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","rejectsMalformedTokens"
"","877","Reject a blank title Blank title is rejected: [
]","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","rejectsBlankTitle"
"","1945","Clear every label with an empty label set","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","clearsAllLabelsWithAnEmptyLabelSet"
"","2232","Handle a non-positive per_page value Per_page=-1 is rejected or coerced, never honoured verbatim","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - pagination","com.qa.gitlab.tests.IssuePaginationTest","handlesNonPositivePageSizes"
"","206","Reject an anonymous create request","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","rejectsAnonymousCreate"
"","165","Reject a malformed token Malformed token is rejected:  ","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","rejectsMalformedTokens"
"","203","Reject a malformed token Malformed token is rejected: glpat-obviously-not-valid","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","rejectsMalformedTokens"
"","906","Handle a create field of the wrong JSON type without a server error Wrong-typed description=42 is handled without a server error","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","handlesWrongTypedCreateField"
"","144","Reject an unsupported state filter Unsupported state filter is rejected: not-a-real-state","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUnsupportedStateFilter"
"","1350","Match the issue schema on a minimal create response","","2026-09-21","passed","2026-09-21","","Response schema contract","com.qa.gitlab.tests.IssueSchemaTest","createResponseMatchesIssueSchema"
"","2889","Filter by absence of any label (labels=None)","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","filtersByAbsenceOfLabels"
"","206","Handle a create field of the wrong JSON type without a server error Wrong-typed created_at=12345 is handled without a server error","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","handlesWrongTypedCreateField"
"","7499","Support keyset pagination via pagination=keyset","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - pagination","com.qa.gitlab.tests.IssuePaginationTest","supportsKeysetPagination"
"","1982","Reopen a closed issue","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueUpdateTest","reopensClosedIssue"
"","1090","Accept a label containing spaces","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","acceptsLabelWithSpaces"
"","2214","Return an empty page beyond the last one, not a 404","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - pagination","com.qa.gitlab.tests.IssuePaginationTest","returnsAnEmptyPageBeyondTheLastOne"
"","152","Reject an unsupported state filter Unsupported state filter is rejected: any","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUnsupportedStateFilter"
"","214","Reject a create severity that is not an exact lowercase match severity CRITICAL is rejected on create","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateSeverityThatIsNotAnExactMatch"
"","1647","Reject an unknown state_event value","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","rejectsUnknownStateEvent"
"","1057","Reject a create that reuses an existing iid","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateWithDuplicateIid"
"","2686","Filter by absence of an assignee (assignee_id=None)","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","filtersByAbsenceOfAssignee"
"","169","Reject a create issue_type that is not an exact lowercase match issue_type story is rejected on create","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateIssueTypeThatIsNotAnExactMatch"
"","1459","Store unusual titles verbatim unicode title round-trips verbatim","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","storesUnusualTitlesVerbatim"
"","341","Reject a blank title Blank title is rejected: [	]","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","rejectsBlankTitle"
"","3234","Filter by an explicit list of internal ids","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","filtersByExplicitInternalIds"
"","2226","Sort by creation date descending by default","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","sortsByCreationDateDescendingByDefault"
"","159","Reject a malformed created_at rather than silently dropping it created_at 2026-02-30T10:00:00Z is rejected","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsMalformedCreatedAt"
"","3328","Update the title and leave every other field untouched","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueUpdateTest","updatesTitleAndLeavesOtherFieldsUntouched"
"","1378","Reject an anonymous read request","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","rejectsAnonymousRead"
"","167","Handle a create field of the wrong JSON type without a server error Wrong-typed issue_type=[issue] is handled without a server error","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","handlesWrongTypedCreateField"
"","229","Report an unknown project as 404","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","reportsUnknownProjectAsNotFound"
"","1593","Reject clearing the mandatory title to blank","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid - errors","com.qa.gitlab.tests.IssueUpdateNegativeTest","rejectsTitleClearedToBlank"
"","235","Reject a create request without a title Payload without title is rejected: {labels=bug, confidential=true}","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateWithoutTitle"
"","1610","Do not reuse a deleted issue's internal id","","2026-09-21","passed","2026-09-21","","DELETE /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueDeleteTest","deletingDoesNotReuseTheInternalId"
"","216","Reject a create severity that is not an exact lowercase match severity MEDIUM is rejected on create","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateSeverityThatIsNotAnExactMatch"
"","1139","Handle a create field of the wrong JSON type without a server error Wrong-typed due_date=true is handled without a server error","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","handlesWrongTypedCreateField"
"","1337","Filter by a creation-time window","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","filtersByCreationWindow"
"","2433","Reject a due date moved before the start date on update","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","rejectsDueDateBeforeStartDateOnUpdate"
"","170","Reject an unsupported order_by field","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUnsupportedOrderByField"
"","3045","Return both open and closed issues when filtering by state=all","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","returnsBothStatesWhenFilteringByAll"
"","1470","Do not resolve an iid from one project against another","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","doesNotLeakIssuesAcrossProjects"
"","189","Reject a non-numeric project id","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsNonNumericProjectId"
"","1004","Accept labels as a JSON array in addition to the documented comma-separated string","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","acceptsLabelsAsAJsonArrayToo"
"","359","Accept every documented order_by value order_by=UPDATED_AT is accepted","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","acceptsEveryDocumentedOrderByValue"
"","1193","Store unusual titles verbatim emoji title round-trips verbatim","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","storesUnusualTitlesVerbatim"
"","1061","Delete an issue and make it unreachable afterwards","","2026-09-21","passed","2026-09-21","","DELETE /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueDeleteTest","deletesIssueAndMakesItUnreachable"
"","352","Accept every documented due_date shortcut due_date=NO_DUE_DATE is accepted","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","acceptsEveryDocumentedDueDateShortcut"
"","628","Return 404 for a zero or negative internal id","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues/:iid - not found","com.qa.gitlab.tests.IssueReadNotFoundTest","returnsNotFoundForZeroAndNegativeInternalIds"
"","1348","Change issue_type on an existing issue","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueUpdateTest","changesIssueType"
"","299","Handle a create field of the wrong JSON type without a server error Wrong-typed iid=[1] is handled without a server error","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","handlesWrongTypedCreateField"
"","290","Accept every documented order_by value order_by=LABEL_PRIORITY is accepted","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","acceptsEveryDocumentedOrderByValue"
"","837","Ignore or reject an unknown assignee without claiming the assignment","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","ignoresOrRejectsUnknownAssignee"
"","273","Accept every documented state filter value state=ALL is accepted","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","acceptsEveryDocumentedStateValue"
"","157","Reject an unsupported issue_type value","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUnsupportedIssueType"
"","263","Accept every documented order_by value order_by=CREATED_AT is accepted","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","acceptsEveryDocumentedOrderByValue"
"","804","Do not return a server error for any malformed filter value","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","doesNotReturnServerErrorForAnyMalformedFilter"
"","171","Reject an unsupported sort direction Unsupported sort direction is rejected: ASC ","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUnsupportedSortDirection"
"","1293","Parse a non-ISO due_date rather than discarding it (FINDING-1) Non-ISO due_date 31-12-2026 is parsed, not discarded","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","parsesNonIsoDueDate"
"","1522","Return only the caller's own issues for scope=created_by_me","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","returnsOnlyIssuesCreatedByTheCallerForCreatedByMeScope"
"","2145","Clear every assignee using the documented 0 sentinel","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","clearsAssigneesWithZero"
"","3125","Leave the listing unchanged after a failed delete","","2026-09-21","passed","2026-09-21","","DELETE /projects/:id/issues/:iid - errors","com.qa.gitlab.tests.IssueDeleteNegativeTest","listingIsUnchangedByAFailedDelete"
"","1140","Accept a start date in the past","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","acceptsStartDateInThePast"
"","1124","Reject an update request carrying no updatable field","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUpdateWithNoUpdatableField"
"","3596","Remove a deleted issue from the listing","","2026-09-21","passed","2026-09-21","","DELETE /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueDeleteTest","deletedIssueDisappearsFromListing"
"","901","Handle a create field of the wrong JSON type without a server error Wrong-typed assignee_ids=not-a-list is handled without a server error","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","handlesWrongTypedCreateField"
"","926","Accept every documented scope value scope=ALL is accepted","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","acceptsEveryDocumentedScopeValue"
"","2626","Sort by title","","2026-09-21","passed","2026-09-21","","GET /projects/:id/issues - filters","com.qa.gitlab.tests.IssueListFilterTest","sortsByTitle"
"","832","Leave the project usable after a repeated label returns 500","","2026-09-21","passed","2026-09-21","","Issue field boundaries and unusual inputs","com.qa.gitlab.tests.IssueBoundaryTest","aRepeatedLabelDoesNotCorruptTheProject"
"","2055","Add and remove individual labels without replacing the whole set","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueUpdateTest","addsAndRemovesLabels"
"","1616","Update several fields in a single request","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueUpdateTest","updatesSeveralFieldsInOneRequest"
"","160","Reject a create severity that is not an exact lowercase match severity 123 is rejected on create","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateSeverityThatIsNotAnExactMatch"
"","180","Name the offending field in the 400 body when the title is missing","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","namesTheOffendingFieldWhenTitleIsMissing"
"","168","Reject a create severity that is not an exact lowercase match severity HIGH is rejected on create","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsCreateSeverityThatIsNotAnExactMatch"
"","240","Reject an unsupported scope value","","2026-09-21","passed","2026-09-21","","Issues API error handling","com.qa.gitlab.tests.IssueValidationTest","rejectsUnsupportedScope"
"","1465","Close an issue through state_event","","2026-09-21","passed","2026-09-21","","PUT /projects/:id/issues/:iid","com.qa.gitlab.tests.IssueUpdateTest","closesIssueThroughStateEvent"
"","2007","Reject an anonymous listing request","","2026-09-21","passed","2026-09-21","","Issues API authentication and authorization","com.qa.gitlab.tests.IssueAuthorizationTest","rejectsAnonymousListing"
